amount,is_fraud,location,device_type,merchant_category,transaction_frequency,num_transactions_24hrs,num_transactions_48hrs,time_since_last_transaction
5669.58,0,46,0,5,1,2,12,62
7310.0,0,3,0,4,2,4,11,63
452.34,0,68,0,5,2,3,12,48
7087.64,0,23,0,4,2,4,13,84
592.03,1,38,0,5,2,19,20,8
7399.28,0,48,0,5,3,4,8,35
6673.07,0,42,0,5,2,4,11,57
6123.72,1,51,1,0,8,16,26,10
5935.71,0,23,0,4,1,2,2,55
9052.58,0,3,0,5,1,0,5,17
4699.17,0,12,0,5,1,4,9,67
7886.11,0,60,0,1,3,5,10,26
9252.14,0,63,0,0,1,0,1,78
1313.49,0,3,0,3,2,2,3,66
5236.83,0,68,0,1,1,2,8,25
8531.88,0,23,0,3,3,5,14,82
1966.3,0,4,0,1,3,0,0,59
36.88,0,64,0,1,1,1,3,90
9638.11,0,12,0,2,1,0,6,24
8838.61,0,4,0,1,2,1,10,82
4460.18,0,3,0,4,1,1,3,18
8324.56,0,71,0,4,1,0,0,36
5264.39,0,34,0,0,3,1,10,24
2188.54,0,35,0,4,1,3,9,91
8898.49,0,3,0,2,1,5,6,58
4027.59,0,11,0,2,1,1,2,22
2648.87,0,43,0,4,3,3,9,18
6139.91,0,48,0,1,2,4,4,79
5812.64,0,67,0,2,1,0,1,60
7202.09,0,48,0,2,2,5,5,90
4219.85,0,48,0,2,3,4,10,35
5316.39,0,34,0,2,2,1,4,61
1146.67,0,23,0,3,3,5,11,15
7730.54,0,24,0,1,2,2,9,43
3141.63,0,3,0,0,2,2,5,53
8783.25,0,35,0,5,1,3,9,73
7049.09,0,2,0,2,1,3,3,13
2383.57,0,46,0,3,1,3,7,23
728.07,0,35,0,0,2,5,15,23
9454.17,0,71,0,0,1,3,12,22
3241.6,0,64,0,5,1,0,10,71
5936.55,0,44,0,3,2,3,11,83
2884.66,0,32,0,1,1,2,9,11
9827.83,0,44,0,4,1,1,8,10
636.61,0,3,0,2,3,4,6,17
9781.14,0,2,0,0,3,1,6,32
811.75,0,68,0,5,2,0,1,98
148.19,0,24,0,5,2,1,2,32
5598.37,0,43,0,4,3,0,4,52
3174.56,0,67,0,1,2,4,7,19
6676.27,0,42,0,2,2,4,9,10
1589.75,0,50,0,5,2,4,6,52
5954.64,0,22,0,5,3,4,9,22
4392.42,0,68,0,5,3,3,3,41
9951.04,0,24,0,5,1,3,13,41
5481.34,0,4,0,0,1,1,2,28
9264.4,0,67,0,1,2,0,4,85
7341.8,0,50,0,0,3,5,10,63
4692.2,0,24,0,1,3,2,5,97
6559.39,0,11,0,4,3,4,9,31
2575.88,0,71,0,1,3,1,5,85
8754.32,0,67,0,3,3,2,8,16
8559.75,0,50,0,2,1,1,4,61
2621.5,0,60,0,2,1,3,3,69
9888.59,0,63,0,2,3,0,8,11
3181.27,0,24,0,4,1,4,6,57
7190.69,0,46,0,5,3,0,4,77
1013.7,0,50,0,4,3,5,8,78
9148.87,1,70,0,1,7,20,28,7
1088.53,0,21,0,1,2,4,14,78
6146.06,0,21,0,2,2,0,4,94
4159.25,0,21,0,5,3,2,5,81
5689.45,0,35,0,1,1,4,14,29
5417.56,0,35,0,1,1,0,2,64
6719.0,0,3,0,3,3,5,13,27
1188.11,0,21,0,0,2,2,8,42
7737.76,0,44,0,0,1,4,9,40
7404.94,0,4,0,0,2,4,10,92
2499.21,0,64,0,1,2,0,8,12
6300.6,0,63,0,5,1,4,5,47
9062.53,0,43,0,5,3,3,11,100
8174.96,0,50,0,5,3,2,9,42
3349.27,0,63,0,1,3,4,13,71
9389.03,0,3,0,1,3,4,10,30
8074.8,0,44,0,3,1,1,7,21
5242.65,0,43,0,4,2,2,12,51
3186.48,0,4,0,4,3,1,1,69
903.11,0,24,0,0,3,5,10,95
9674.32,0,42,0,0,3,1,1,24
2968.89,0,63,0,4,2,5,10,59
330.31,0,21,0,5,3,5,13,14
4070.44,0,24,0,0,2,5,11,38
4195.24,0,41,0,4,1,3,11,69
4405.82,0,44,0,5,1,3,13,17
3677.28,0,11,0,1,1,1,1,91
7448.21,0,53,0,5,1,3,4,61
2279.29,0,34,0,4,2,2,3,23
8661.38,0,67,0,5,2,3,5,64
2368.23,0,35,0,5,1,0,8,37
6735.88,0,63,0,0,2,5,10,27
2842.9,0,32,0,2,1,0,3,61
1623.02,0,3,0,3,3,4,8,47
1010.19,0,66,0,4,2,0,7,64
8874.05,0,46,0,0,3,3,7,71
2858.19,0,44,0,2,2,5,11,70
3661.76,0,71,0,4,2,1,1,11
7446.2,1,9,1,4,6,5,10,10
5705.87,0,68,0,1,2,1,2,67
6866.56,0,66,0,2,2,4,9,68
6678.45,0,41,0,3,2,0,9,26
1560.19,0,50,0,4,3,0,0,91
4575.03,0,50,0,3,3,3,10,86
6625.62,0,44,0,0,3,4,8,26
9782.48,0,12,0,2,2,5,15,15
5600.57,0,11,0,0,1,5,12,30
6193.35,0,12,0,3,2,2,10,99
46.63,0,50,0,1,2,0,7,98
126.92,0,64,0,1,2,1,9,82
8643.41,0,11,0,1,2,4,7,72
5146.84,0,68,0,5,3,5,12,48
4155.22,0,71,0,5,2,4,9,75
934.52,0,50,0,2,3,0,3,68
9458.45,0,23,0,2,3,1,9,19
9766.32,0,44,0,2,2,0,9,24
2747.32,0,41,0,1,2,3,12,13
169.18,0,12,0,1,2,3,3,49
7034.96,0,21,0,4,1,5,5,40
7798.28,0,67,0,1,1,4,9,27
8808.13,0,44,0,4,2,0,10,81
5550.45,0,46,0,5,1,1,3,28
4368.64,0,54,0,5,2,2,9,60
6144.16,0,68,0,1,2,4,6,21
9179.33,0,71,0,3,1,5,15,93
899.48,0,35,0,0,2,1,8,23
577.07,0,22,0,3,3,4,11,81
4604.98,0,11,0,1,3,5,10,35
3519.98,0,54,0,4,1,0,2,99
82.11,0,42,0,4,1,4,5,87
6327.01,0,4,0,2,2,1,2,54
928.28,0,2,0,4,3,1,1,18
754.09,0,54,0,0,3,1,1,71
4239.12,0,50,0,0,3,0,8,37
4753.79,1,18,1,4,3,7,7,4
8359.08,0,44,0,0,3,1,9,87
56.09,0,54,0,4,3,0,6,42
9829.38,0,44,0,3,3,2,5,56
3518.32,0,53,0,1,3,0,2,45
5656.83,0,4,0,3,2,4,4,76
7394.73,0,48,0,1,3,1,7,88
8087.19,0,46,0,4,2,3,5,15
627.57,0,24,0,5,1,0,9,35
9077.1,0,42,0,5,1,3,11,29
674.91,0,12,0,2,3,1,1,16
4191.76,0,60,0,5,2,2,6,33
4531.13,0,67,0,4,2,2,10,71
885.69,0,54,0,5,3,0,4,39
4275.03,0,46,0,5,3,2,12,28
6465.94,0,67,0,0,3,2,11,66
6586.47,0,22,0,0,3,2,9,20
1730.07,0,68,0,1,2,5,14,99
7618.65,0,54,0,1,2,5,8,40
1079.41,0,66,0,5,2,2,3,80
2094.37,0,43,0,5,2,1,4,38
6311.69,0,68,0,5,2,4,4,18
2344.53,0,22,0,0,3,2,3,87
7256.54,0,32,0,3,2,2,12,33
2018.06,0,32,0,4,3,0,7,81
3436.69,0,68,0,0,2,5,9,75
9078.97,0,22,0,3,3,3,3,55
9096.34,0,42,0,3,2,5,9,29
2943.69,0,11,0,0,1,4,12,73
2797.57,0,35,0,1,3,5,11,79
1432.04,0,35,0,1,2,0,0,86
9296.08,0,48,0,3,2,1,1,78
9788.3,0,66,0,5,3,3,5,46
6837.79,0,42,0,1,3,5,14,95
7956.86,0,24,0,1,3,5,10,94
2509.11,0,21,0,1,1,0,2,18
3724.08,0,12,0,5,1,1,8,67
6496.49,1,6,1,1,2,11,18,2
5425.46,0,53,0,0,2,4,6,15
8344.27,0,32,0,5,2,1,6,72
4786.17,0,32,0,1,3,3,13,89
6888.74,0,54,0,0,3,4,4,31
1706.99,1,20,1,0,1,13,18,3
6231.43,0,4,0,1,2,5,8,100
911.48,0,50,0,3,1,2,6,31
840.03,0,44,0,2,3,4,6,68
4340.82,0,68,0,2,2,3,4,16
1145.76,0,23,0,2,3,0,3,38
6187.99,0,11,0,1,1,4,12,65
3755.59,0,23,0,1,2,4,13,63
5040.68,0,43,0,2,2,3,10,14
446.97,0,48,0,1,2,0,9,40
311.58,0,66,0,1,1,4,8,28
8609.4,0,71,0,3,3,4,13,33
9536.92,0,32,0,5,3,1,10,39
9754.22,0,43,0,1,1,2,4,49
534.93,0,35,0,5,1,4,6,38
5376.87,1,30,0,2,3,15,24,8
9210.29,0,48,0,4,3,1,4,20
1558.7,0,24,0,1,3,1,9,80
8871.79,0,50,0,1,1,2,10,36
1987.03,0,42,0,1,3,2,3,24
1707.44,0,63,0,0,1,5,15,11
1068.92,0,66,0,3,2,0,9,54
8835.28,0,11,0,5,3,5,15,44
384.45,0,68,0,2,3,2,5,22
5621.53,0,63,0,0,1,3,7,72
8751.41,0,53,0,2,3,5,14,12
5943.45,0,12,0,0,1,5,8,41
4808.05,0,4,0,5,2,4,9,95
7569.79,0,35,0,1,2,4,7,93
5495.56,0,46,0,5,2,0,9,74
5659.21,0,34,0,5,1,1,3,42
9413.23,0,66,0,4,1,4,12,94
6112.13,0,24,0,2,1,4,13,83
2692.87,1,14,0,1,8,8,18,5
3974.47,0,2,0,2,3,0,2,56
9977.94,0,32,0,1,1,2,5,17
2847.3,0,60,0,0,3,1,1,68
5363.49,0,66,0,2,2,4,5,36
1477.75,0,48,0,2,2,2,7,98
7098.16,0,21,0,0,2,5,8,82
897.39,0,66,0,1,1,0,2,26
2624.87,0,21,0,0,1,0,10,28
402.55,1,17,1,2,10,19,28,5
1755.67,0,3,0,3,1,2,2,67
302.19,0,4,0,1,2,1,4,93
1604.15,0,3,0,5,3,3,7,42
2919.39,0,53,0,4,1,3,3,84
6856.01,0,3,0,1,1,4,5,38
194.73,0,4,0,2,3,0,9,88
1790.53,0,34,0,1,2,0,7,81
2404.71,0,48,0,1,2,4,6,45
4571.04,0,3,0,5,3,1,7,59
8695.0,0,60,0,5,2,1,2,11
4519.04,0,12,0,1,3,1,5,97
6935.07,0,64,0,0,3,2,4,31
8187.46,0,41,0,3,3,3,13,79
987.38,0,66,0,5,2,3,13,85
8604.7,0,64,0,3,3,5,6,17
3247.1,0,63,0,2,2,1,8,71
5867.98,0,50,0,4,3,1,7,24
878.57,0,66,0,4,2,5,7,38
8180.85,0,54,0,3,3,0,7,68
2881.84,0,2,0,1,1,3,10,56
4609.59,0,44,0,3,1,3,6,74
869.36,0,35,0,5,2,5,5,48
1776.36,0,63,0,4,2,5,6,47
9697.02,0,21,0,5,2,3,6,88
8472.8,0,60,0,4,3,5,8,89
883.82,0,32,0,5,3,5,8,83
6743.99,0,53,0,5,3,4,12,65
7681.74,0,42,0,1,1,2,9,55
6704.94,1,27,1,5,4,17,22,3
3224.0,0,11,0,2,1,0,2,71
6039.46,0,12,0,3,1,2,6,50
62.53,0,63,0,4,1,0,6,12
3593.02,0,68,0,3,3,0,4,43
6305.4,0,67,0,5,2,1,1,60
3376.99,0,24,0,3,1,5,5,93
7933.96,0,34,0,0,1,3,5,61
7885.98,0,42,0,0,1,3,3,34
7215.08,0,2,0,1,1,5,9,75
6786.31,0,53,0,4,2,4,8,92
2211.1,0,35,0,5,1,2,11,13
850.35,0,32,0,5,3,4,8,34
602.17,0,21,0,0,3,3,13,35
9213.49,0,2,0,4,3,1,10,18
2915.22,0,21,0,0,1,4,10,24
9909.73,0,34,0,2,1,1,10,14
3480.42,0,43,0,3,3,2,9,18
6552.2,0,44,0,0,1,0,6,35
1235.51,0,46,0,1,3,2,3,75
3722.36,0,41,0,4,2,0,2,96
3369.81,0,44,0,3,1,3,12,55
1890.23,0,66,0,3,2,4,6,91
1820.85,0,67,0,2,2,4,14,25
9557.53,0,23,0,4,2,4,10,26
5282.18,0,44,0,0,1,4,6,84
8484.04,0,23,0,0,2,1,4,43
3027.71,0,46,0,5,3,0,8,82
5604.85,0,66,0,1,1,0,10,54
1313.47,0,66,0,5,3,2,3,89
1352.67,0,68,0,2,3,4,5,67
9444.68,0,12,0,2,1,2,3,58
9234.6,0,44,0,0,1,3,3,44
5234.05,0,2,0,0,3,1,3,91
466.04,0,12,0,4,1,4,9,79
1089.75,0,42,0,1,1,2,7,33
7830.27,0,21,0,3,1,1,7,86
8402.57,0,46,0,2,3,2,8,84
3157.4,0,46,0,3,3,3,7,96
5234.24,0,42,0,0,2,1,11,92
6906.1,0,67,0,5,3,0,8,33
6015.21,0,48,0,3,1,2,12,28
6914.62,0,68,0,0,1,2,7,89
5734.02,0,21,0,4,2,4,11,26
5052.78,0,4,0,4,1,4,5,91
9518.06,0,12,0,4,2,1,5,93
4736.53,0,71,0,3,2,0,9,97
8963.65,0,21,0,5,2,4,11,17
8156.74,0,71,0,0,3,1,8,13
499.53,0,22,0,3,2,5,8,55
1629.25,0,54,0,5,2,0,3,27
921.31,0,22,0,5,3,3,6,46
3928.89,0,34,0,5,1,3,11,12
2896.58,0,48,0,4,3,0,1,17
5629.29,0,67,0,0,1,5,13,38
2513.0,0,53,0,1,1,0,5,47
6371.95,0,24,0,5,1,5,15,28
9269.48,0,32,0,1,3,1,11,42
8894.71,0,50,0,5,2,2,9,67
8920.91,0,24,0,0,1,4,6,46
1865.22,0,48,0,4,3,5,5,43
4650.84,0,66,0,1,1,5,15,19
5890.66,0,43,0,0,2,0,10,88
4306.5,1,19,0,4,6,13,19,10
4125.69,0,34,0,3,1,5,7,31
7958.37,0,64,0,2,2,5,14,98
6183.04,0,22,0,1,3,2,8,87
3565.89,0,50,0,1,2,3,3,49
9425.6,0,21,0,5,1,0,2,26
1896.81,1,33,1,2,9,18,20,5
6588.06,0,3,0,1,3,4,7,53
7097.69,0,66,0,1,3,1,3,93
5125.53,0,67,0,5,1,5,8,96
6525.24,0,11,0,5,2,1,11,27
7290.26,0,22,0,2,3,1,9,58
6724.28,0,4,0,3,3,4,13,53
5491.67,0,12,0,2,2,0,0,88
3935.59,0,68,0,3,1,2,9,63
1975.47,0,41,0,4,3,2,10,40
793.14,0,42,0,0,1,5,8,13
1578.93,0,11,0,3,2,1,2,55
1948.45,0,44,0,3,2,2,4,74
